Filter: same-concept
Blocker: overlap_3
K: 5
Time: 2.9804203510284424 seconds
Recall: 0.7392996108949417

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'biswap', 'swapp', 'swapr', 'fourswap'], 'uniswap')
(1, 'instadapp_mainnet-v1-InstaMemory', ['instadapp', 'aada', 'annex', 'moremoney', 'stake1'], 'instadapp')
(0, 'synthetix_FeePoolState', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'Huobi: Old Address 1', ['huobi', 'huobikorea', 'huobijapan', 'fortress', 'lobis'], 'huobi')
(1, 'instadapp_REFINANCE-A', ['instadapp', 'roefinance', 'ocpfinance', 'amyfinance', 'apefi'], 'instadapp')
(1, 'swisborg reserve wallets', ['dovewallet', 'wallex', 'swissborg', 'letsbit', 'independentreserve'], 'swissborg')
(1, 'KuCoin 9', ['coin', 'kucoin', 'coinw', 'fcoin', '1coincom'], 'kucoin')
(0, 'synthetix_SynthsREN', ['ren', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(0, 'synthetix_SynthetixBridgeEscrow', ['badger', 'tether', 'vesper', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'CoinMkt.com', ['coin', 'coinmkt', 'fcoin', 'bitcoin-roulettecom', 'mybitcoincom'], 'coinmkt')
(1, 'harvestfinance_DAI Vault', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'aave_stableDebtTokenAddress - aLINK', ['fluidtokens', 'agave', 'stake1', 'fortressloans', 'aave'], 'aave')
(1, 'fei_Cream FEI PCV Deposit', ['feiprotocol', 'flr', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'harvestfinance_Uniswap DPI:WETH Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(1, 'badger_SmartVesting', ['badger', 'vesper', 'harvestfinance', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'Exchanging.ir', ['exchanging', 'xexchange', 'nexchange', 'mmfinance', 'yoshiexchangeftm'], 'exchanging')
(1, 'Bitstamp 6', ['bitstamp', 'bitcom', 'bitso', 'bitsten', 'bitstock'], 'bitstamp')
(1, 'harvestfinance_SWRV:FARM', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'flr'], 'harvestfinance')
(1, 'Bitcoin.de', ['coin', 'bitcom', 'bitcoinde', 'mercadobitcoin', 'bitcoin24'], 'bitcoinde')
(1, 'convex_Token Factory', ['convex', 'yearnfinance', 'vesper', 'badger', 'feiprotocol'], 'convex')
(1, 'maker_MCD_CLIP_WBTC_A', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(1, 'compound_cUSDCv3', ['compound', 'morphoaave', 'commodo', 'usdfilending', 'fountainprotocol'], 'compound')
(0, 'synthetix_ExchangeState', ['chatex', 'tether', 'harvestfinance', 'vesper', 'badger'], 'synthetix')
(1, 'Ice-Dice.com', ['ice-dicecom', 'just-dicecom', 'everydicecom', 'btcdicecom', 'dadicecom'], 'ice-dicecom')
(0, 'synthetix_CollateralErc20', ['chatex', 'tether', 'feiprotocol', 'vesper', 'badger'], 'synthetix')
(1, 'Bitfex (BFX)', ['bitfex', 'bitcom', 'bitzcom', 'bitznetwork', 'bitx'], 'bitfex')
(1, 'Binance 8', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'Paribu 5', ['paribu', 'paritex', 'deribit', 'spartanprotocol', 'paraswap'], 'paribu')
(1, 'Bithumb 3', ['bitcom', 'bithumb', 'bitzcom', 'bitznetwork', 'bitx'], 'bithumb')
(0, 'futureswap_FsToken', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'futureswap')
(1, 'BytePool', ['bytepool', 'dpool', 'batpool', 'arkpool', 'aaopool'], 'bytepool')
(1, 'Coinbene', ['coinbene', 'coin', '1coincom', 'dcoin', 'coinxtrader'], 'coinbene')
(1, 'curvefinance_UST-DepositUST', ['curve', 'sfinance', 'x7finance', 'soyfinance', 'vvsfinance'], 'curve')
(1, 'BitYes.com', ['bityes', 'bitmillionscom', 'bitnzcom', 'byllscom', 'bitelfincom'], 'bityes')
(0, '0x_ZRXToken-v4', ['tokenlon', 'chickenswap', 'mmfinance', 'indexcoop', 'clipper'], '0x')
(1, 'Huobi 26', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(0, 'synthetix_SynthsFTSE', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(0, 'aave_variableDebtTokenAddress-aAmmUniLINKWETH', ['ssap', 'unilend', 'larix', 'agave', 'fluidtokens'], 'aave')
(1, 'Livecoin.net', ['livecoin', 'coin', 'decoin', 'dcoin', 'coinxtrader'], 'livecoin')
(1, 'Bgogo Token', ['bgogo', 'xtoken', 'latoken', 'tokenomy', 'tokenize'], 'bgogo')
(1, 'WAYI.CN', ['wayicn', '1hash', 'batpool', 'sbicrypto', 'kucoin'], 'wayicn')
(0, 'dydx_SoloMargin1', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'dydx')
(1, 'curvefinance_IronBank-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'dexfinance'], 'curve')
(1, 'fei_EthPCVDepositAdapter', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'uniswap_v3_pool_1INCH_USDC', ['uniswap', 'biswap', 'jswap', 'cswap', 'swapp'], 'uniswap')
(0, 'Just-Dice.com', ['999dicecom', 'primedicecom', 'satoshidicecom', 'safedicecom', 'dicecoinio'], 'just-dicecom')
(1, 'Bitfinex 8', ['bitcom', 'bitfinex', 'bitznetwork', 'bitfex', 'coinex'], 'bitfinex')
(1, 'BTCLend.org', ['btclendorg', 'parallel', 'pandoraopenmarket', 'btctcom', 'opendao'], 'btclendorg')
(0, 'KuCoin Token (KCS)', ['coin', '1coincom', 'coinxtrader', '1coin', 'coinw'], 'kucoin')
(1, 'compound_Proposal72PriceFeed', ['compound', 'morphoaave', 'commodo', 'apricotfinance', 'bprotocol'], 'compound')
(1, 'sushiswap_KashiPairMediumRisk', ['sushiswap', 'biswap', 'jswap', 'hswap', 'jediswap'], 'sushiswap')
(0, '0x_Staking-v3', ['bitindi', 'neopin', 'parallel', 'bifrostdex', 'incrementswap'], '0x')
(1, 'harvestfinance_SUSHI:FARM', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'flr'], 'harvestfinance')
(1, 'vesper_VDAI-strategy-compound', ['vesper', 'chatex', 'harvestfinance', 'badger', 'feiprotocol'], 'vesper')
(1, 'Bitfinex: Deployer 5', ['nex', 'bitfinex', 'bitcom', 'nexo', 'bitznetwork'], 'bitfinex')
(1, 'Gemini: Contract 1', ['gemini', 'miniswap', 'koinim', 'emirex', 'tradeio'], 'gemini')
(1, 'huobi reserve wallets TRX', ['huobi', 'dovewallet', 'wallex', 'huobijapan', 'huobikorea'], 'huobi')
(0, 'synthetix_Exchanger', ['chatex', 'badger', 'tether', 'vesper', 'feiprotocol'], 'synthetix')
(1, 'aave_stableDebtTokenAddress-aAmmUniMKRWETH', ['ssap', 'agave', 'fluidtokens', 'stake1', 'aave'], 'aave')
(1, 'aave_rwa_PermissionManager', ['paperdao', 'agave', 'yupana', 'aave', 'bastion'], 'aave')
(1, 'compound_Base500bps_Slope1200bps', ['compound', 'morphoaave', 'commodo', 'bastion', 'hundredfinance'], 'compound')
(1, 'bitfinex Polkadot hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitznetwork'], 'bitfinex')
(1, 'Upbit 2', ['bitcom', 'upbit', 'bitzcom', 'bitznetwork', 'bitx'], 'upbit')
(1, 'Cryptonex (CNX) (CNX)', ['cryptonex', 'cryptox', 'cryptonit', 'kryptono', 'cryptsy'], 'cryptonex')
(1, 'BlockTrades Exchange', ['blocktrades', 'xexchange', 'wavesexchange', 'vccexchange', 'lcx'], 'blocktrades')
(1, 'maker_PIP_UNI', ['maker', 'stake1', 'unilend', 'unionprotocol', 'benqi'], 'maker')
(0, 'barnbridge_bb_crUSDC (Cream)', ['badger', 'tether', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(1, 'bitfinex Tether USDt (Solana)', ['bitfinex', 'bitcom', 'bitfex', 'bitzcom', 'nexo'], 'bitfinex')
(1, 'BitVC.com', ['bitcom', 'bitvc', 'bitx', 'bitznetwork', 'bitzcom'], 'bitvc')
(0, 'synthetix_TokenStatesCEX', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'Poloniex: LOOM', ['poloniex', 'polyx', 'oolongswap', 'polyzap', 'longbit'], 'poloniex')
(1, 'BitgetToken (BGB)', ['bitcom', 'bitget', 'bitgoinc', 'latoken', 'tokenomy'], 'bitget')
(1, 'aave_aSNX', ['morphoaave', 'aave', 'agave', 'ironbank', 'tenderfinance'], 'aave')
(1, 'Binance 7', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'bitfinex RBTC Cold Wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'resfinex'], 'bitfinex')
(0, 'barnbridge_EPool Periphery', ['vesper', 'badger', 'tether', 'yearnfinance', 'feiprotocol'], 'barnbridge')
(1, 'badger_rewardsEscrow', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, '796.com', ['796', 'zg', 'zbcom', 'comkort', 'blockchain'], '796')
(1, 'maker_MCD_CLIP_CALC_ETH_C', ['maker', 'stake1', 'ethichub', 'acala', 'fraxfinance'], 'maker')
(1, 'Bithumb 6', ['bitcom', 'bithumb', 'bitzcom', 'bitznetwork', 'bitx'], 'bithumb')
(1, 'Binance USD', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'vesper_VVSP-strategy-vspStrategy', ['vesper', 'chatex', 'harvestfinance', 'badger', 'feiprotocol'], 'vesper')
(1, 'maker_MCD_JOIN_PAXUSD_A', ['maker', 'stake1', 'baksdao', 'usdfilending', 'benqi'], 'maker')
(1, 'AllCoin.com', ['pinballcoincom', 'coin', 'allcoincom', 'admiralcoincom', 'fcoin'], 'allcoincom')
(1, 'HitBTC 2', ['hitbtc', 'btcc', 'btce', 'fatbtc', 'rightbtc'], 'hitbtc')
(0, 'synthetix_SynthiDEFI', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'renvm_BTC-gateway', ['ren', 'chatex', 'vesper', 'badger', 'feiprotocol'], 'ren')
(1, 'harvestfinance_VWAP Bot', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'curvefinance_UnderlyingBurner', ['curve', 'sfinance', 'nerve', 'x7finance', 'kuufinance'], 'curve')
(1, 'maker_GUSD', ['maker', 'stake1', 'benqi', 'usdfilending', 'ironbank'], 'maker')
(1, 'maker_MCD_JOIN_KNC_A', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(1, 'curvefinance_Y-StableSwapY', ['curve', 'sfinance', 'kswap', 'swapr', 'jswap'], 'curve')
(1, 'maker_PROXY_REGISTRY', ['maker', 'strike', 'stake1', 'oxygen', 'bprotocol'], 'maker')
(1, 'compound_Pair_WBTC_ETH', ['compound', 'morphoaave', 'commodo', 'ethichub', 'hundredfinance'], 'compound')
(0, 'dydx_UsdcPriceOracle1', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'dydx')
(0, 'dydx_DaiMigrator1', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'dydx')
(0, 'synthetix_TokenStatesCOMP', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'Huobi 30', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'GDAC Exchange Token (GT)', ['gdac', 'xexchange', 'vccexchange', 'lcx', 'btcexchange'], 'gdac')
(0, '0x_ERC721Proxy-v4', ['protofi', 'adaxpro', 'mercurity', 'swapperchan', 'protonswap'], '0x')
(1, 'compound_StdComptroller', ['compound', 'morphoaave', 'ruler', 'euler', 'commodo'], 'compound')
(1, 'AdmiralCoin.com', ['coin', 'admiralcoincom', 'allcoincom', 'fcoin', 'pinballcoincom'], 'admiralcoincom')
(0, 'Antimatter.Finance Governance Token (MATTER)', ['latoken', 'reffinance', 'tokencan', 'bter', 'acsifinance'], 'antimatter')
